Date,StockPrice
6/1/1988,77.25409091
7/1/1988,74.729
8/1/1988,73.83565217
9/1/1988,78.2547619
10/1/1988,81.58095238
11/1/1988,81.41
12/1/1988,84.53952381
1/1/1989,87.78428571
2/1/1989,90.36578947
3/1/1989,89.90227273
4/1/1989,93.029
5/1/1989,99.22
6/1/1989,108.4309091
7/1/1989,114.573
8/1/1989,123.6673913
9/1/1989,122.5985
10/1/1989,127.2845455
11/1/1989,103.802381
12/1/1989,67.067
1/1/1990,67.56727273
2/1/1990,64.75631579
3/1/1990,65.68636364
4/1/1990,69.479
5/1/1990,75.83318182
6/1/1990,82.99761905
7/1/1990,88.24238095
8/1/1990,78.4173913
9/1/1990,75.43157895
10/1/1990,77.50956522
11/1/1990,80.93761905
12/1/1990,85.5475
1/1/1991,80.96363636
2/1/1991,82.43210526
3/1/1991,84.21
4/1/1991,85.54954545
5/1/1991,82.92318182
6/1/1991,81.935
7/1/1991,79.53681818
8/1/1991,82.06090909
9/1/1991,83.5275
10/1/1991,82.94304348
11/1/1991,82.379
12/1/1991,85.0452381
1/1/1992,94.92409091
2/1/1992,100.9
3/1/1992,100.0268182
4/1/1992,101.1280952
5/1/1992,103.2545
6/1/1992,71.93818182
7/1/1992,49.30954545
8/1/1992,48.75809524
9/1/1992,48.12714286
10/1/1992,50.76909091
11/1/1992,53.628
12/1/1992,53.70045455
1/1/1993,50.7015
2/1/1993,50.73894737
3/1/1993,52.18086957
4/1/1993,47.97904762
5/1/1993,49.2835
6/1/1993,49.07045455
7/1/1993,50.78761905
8/1/1993,47.71318182
9/1/1993,47.88333333
10/1/1993,50.93095238
11/1/1993,55.03190476
12/1/1993,56.91181818
1/1/1994,57.91428571
2/1/1994,58.23842105
3/1/1994,55.95956522
4/1/1994,54.62105263
5/1/1994,55.28809524
6/1/1994,55.91727273
7/1/1994,54.2455
8/1/1994,56.29130435
9/1/1994,59.49619048
10/1/1994,61.7052381
11/1/1994,62.74095238
12/1/1994,62.03142857
1/1/1995,62.28238095
2/1/1995,65.62263158
3/1/1995,67.64956522
4/1/1995,68.11578947
5/1/1995,69.79272727
6/1/1995,71.88363636
7/1/1995,69.411
8/1/1995,68.54130435
9/1/1995,73.517
10/1/1995,80.28818182
11/1/1995,84.74190476
12/1/1995,85.0535
1/1/1996,86.19045455
2/1/1996,84.4605
3/1/1996,85.86714286
4/1/1996,84.61714286
5/1/1996,86.52136364
6/1/1996,90.1225
7/1/1996,87.04227273
8/1/1996,89.77636364
9/1/1996,91.8365
10/1/1996,96.88913043
11/1/1996,105.772
12/1/1996,106.4680952
1/1/1997,110.2186364
2/1/1997,122.3542105
3/1/1997,122.0165
4/1/1997,120.5090909
5/1/1997,132.152381
6/1/1997,138.0342857
7/1/1997,149.62
8/1/1997,141.997619
9/1/1997,114.0552381
10/1/1997,70.84652174
11/1/1997,73.39736842
12/1/1997,79.53272727
1/1/1998,80.177
2/1/1998,82.48
3/1/1998,84.14863636
4/1/1998,84.96809524
5/1/1998,82.8665
6/1/1998,87.59636364
7/1/1998,90.02681818
8/1/1998,79.63809524
9/1/1998,72.51714286
10/1/1998,80.36
11/1/1998,89.7965
12/1/1998,88.85954545
1/1/1999,87.47842105
2/1/1999,88.93789474
3/1/1999,93.64217391
4/1/1999,97.20285714
5/1/1999,93.08
6/1/1999,89.36227273
7/1/1999,87.87
8/1/1999,95.02681818
9/1/1999,99.70666667
10/1/1999,97.59666667
11/1/1999,108.2480952
12/1/1999,110.0363636
1/1/2000,108.801
2/1/2000,93.78
3/1/2000,62.88173913
4/1/2000,64.64210526
5/1/2000,63.4
6/1/2000,57.81318182
7/1/2000,57.26
8/1/2000,60.3373913
9/1/2000,62.613
10/1/2000,72.39636364
11/1/2000,71.77857143
12/1/2000,73.2735
1/1/2001,72.12904762
2/1/2001,74.21578947
3/1/2001,65.90318182
4/1/2001,59.303
5/1/2001,65.02954545
6/1/2001,63.82428571
7/1/2001,67.77095238
8/1/2001,73.16695652
9/1/2001,73.01466667
10/1/2001,71.96521739
11/1/2001,77.24380952
12/1/2001,78.9125
1/1/2002,78.61619048
2/1/2002,83.59631579
3/1/2002,86.8895
4/1/2002,89.99227273
5/1/2002,91.51954545
6/1/2002,91.3795
7/1/2002,84.48
8/1/2002,89.52727273
9/1/2002,90.29
10/1/2002,89.8273913
11/1/2002,86.674
12/1/2002,86.52761905
1/1/2003,85.82238095
2/1/2003,83.96736842
3/1/2003,84.35380952
4/1/2003,89.52714286
5/1/2003,89.71190476
6/1/2003,91.19714286
7/1/2003,89.01227273
8/1/2003,88.14
9/1/2003,91.33904762
10/1/2003,95.47521739
11/1/2003,96.37684211
12/1/2003,97.575
1/1/2004,99.2035
2/1/2004,102.4089474
3/1/2004,103.4578261
4/1/2004,105.6595238
5/1/2004,106.4405
6/1/2004,88.9552381
7/1/2004,54.26666667
8/1/2004,54.36681818
9/1/2004,55.39857143
10/1/2004,53.32095238
11/1/2004,53.52904762
12/1/2004,55.435
1/1/2005,55.364
2/1/2005,52.99473684
3/1/2005,53.07545455
4/1/2005,54.2352381
5/1/2005,55.3747619
6/1/2005,54.46772727
7/1/2005,54.2145
8/1/2005,54.62086957
9/1/2005,56.29047619
10/1/2005,56.09190476
11/1/2005,56.51
12/1/2005,57.9647619
1/1/2006,58.592
2/1/2006,60.15736842
3/1/2006,59.46521739
4/1/2006,56.97894737
5/1/2006,55.67636364
